index,Date,Address,City,District,Ward,HouseType,LegalPaper,NumberofFloors,NumberofBedrooms,SquaredMeterArea,Length,Width,Price/m2
32018,2020-07-16,"Đường Quang Trung, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Phú Lãm,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,70.0,14.0,5.0,77.14
32022,2020-07-16,"Phố Thái Thịnh., Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,6.0,4.0,41.0,10.0,4.0,112.2
32027,2020-07-16,"Đường Thượng Đình, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Thượng Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,28.0,5.0,7.0,89.29
32030,2020-07-16,"Đường Trường Lâm, Phường Long Biên, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Long Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,142.0,14.0,10.0,95.07
32035,2020-07-16,"123, Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,55.0,16.0,3.0,105.27
32039,2020-07-16,"Đường Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Đồng Tâm,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,45.0,9.0,5.0,84.44
32045,2020-07-16,"Đường Quang Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,31.0,8.0,4.0,48.39
32048,2020-07-16,"22, Đường Quốc lộ 21B, Xã Cự Khê, Huyện Thanh Oai, Hà Nội",Hà Nội,Thanh Oai,Xã Cự Khê,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,40.0,10.0,4.0,39.0
32060,2020-07-16,"Đường Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,11.0,3.0,600.0
32063,2020-07-16,"Đường Huỳnh Thúc Kháng, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,5.0,47.0,11.0,4.0,89.36
32070,2020-07-16,"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Bac Tu Liem,Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,43.0,11.0,4.0,60.47
32076,2020-07-16,"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,23.0,6.0,2.0,106.52
32080,2020-07-16,"Đường Lê Trọng Tấn, Phường Phú La, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Phú La,Nhà phố liền kề,Đã có sổ,5.0,4.0,90.0,16.0,5.0,61.11
32093,2020-07-16,"Đường Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Ngọc Hà,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,2.0,30.0,7.0,4.0,66.67
32099,2020-07-16,"Đường Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Đống Mác,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,5.0,136.0,11.0,12.0,212.5
32108,2020-07-16,"Đường Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,6.0,4.0,38.0,7.0,5.0,90.79
32111,2020-07-16,"đường Đồng Nhân, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,34.0,8.5,4.0,40.59
32112,2020-07-16,"Đường Vũ Ngọc Phan, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,81.0,18.0,4.0,259.26
32113,2020-07-16,"Đường Vũ Hữu, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,28.0,7.0,4.0,83.93
32144,2020-07-16,"Phố 8/3 Hai Bà Trưng, Hà Nội, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Quỳnh Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,36.0,9.0,4.0,83.33
32147,2020-07-16,"Đường Ngô Gia Tự, Phường Việt Hưng, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Việt Hưng,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,58.0,11.0,3.0,102.59
32158,2020-07-16,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,30.0,9.1,3.3,91.67
32203,2020-07-16,"Đường Bưởi||222, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,2.0,3.0,100.0,14.0,6.0,48.0
32211,2020-07-16,"Đường Tô Vĩnh Diện, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,6.0,6.0,40.0,8.0,5.0,97.5
32213,2020-07-16,"Đường Quốc lộ 32, Xã Tân Lập, Huyện Đan Phượng, Hà Nội",Hà Nội,Dan Phuong,Xã Tân Lập,Nhà phố liền kề,Đã có sổ,4.0,4.0,80.0,16.0,5.0,48.13
32214,2020-07-16,"Đường An Hòa, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,50.0,8.0,6.0,62.0
32253,2020-07-16,"Đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Hàng Bột,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,2.0,22.0,7.0,3.2,8.86
32262,2020-07-16,"Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Hà Nội,Tay Ho,Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,30.0,3.0,3.0,101.67
32269,2020-07-16,"Khu đô thị Geleximco Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,32.0,10.0,32.0,56.25
32276,2020-07-16,"Đường Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,5.0,40.0,10.0,4.0,73.0
32279,2020-07-16,"Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,45.0,11.0,4.0,95.56
32281,2020-07-16,"Đường Đội Nhân, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,62.0,8.0,7.0,100.0
32300,2020-07-16,"Đường Hàm Nghi, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Nam Tu Liem,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,58.0,11.0,5.0,120.69
32309,2020-07-16,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,48.0,12.0,4.0,96.88
32326,2020-07-16,"Đường Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,40.0,7.0,6.0,92.5
32329,2020-07-16,"Đường Nguyễn Chính, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,2.0,30.0,6.0,5.0,93.33
32337,2020-07-16,"Đường Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,36.0,9.0,4.0,68.06
32342,2020-07-16,"Đường Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,8.5,4.5,100.0
32357,2020-07-16,"89, Đường Thanh Lân, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,34.0,7.0,48.0,60.29
32358,2020-07-16,"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,10.0,3.0,82.57
32362,2020-07-16,"La Phù, Xã La Phù, Huyện Hoài Đức, Hà Nội",Hà Nội,Hoai Duc,Xã La Phù,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,32.0,10.0,32.0,58.75
32384,2020-07-16,"66, Đường Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,37.0,10.0,4.0,116.22
32392,2020-07-16,"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,1.0,1.0,43.0,11.0,4.0,60.47
32398,2020-07-16,"thắng lợi, Xã La Phù, Huyện Hoài Đức, Hà Nội",Hà Nội,Hoai Duc,Xã La Phù,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,32.0,10.0,32.0,48.44
32401,2020-07-16,"Đường Lê Hồng Phong, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Hà Cầu,Nhà biệt thự,Đã có sổ,4.0,6.0,152.0,15.0,10.0,111.18
32406,2020-07-16,"68, Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,52.0,11.0,5.0,117.31
32415,2020-07-16,"Đường Thanh Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,10.0,3.5,48.57
32422,2020-07-16,"Đường Tô Hiến Thành, Phường Văn Quán, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,65.0,15.0,4.0,101.54
32428,2020-07-16,"66, Đường Kim Ngưu, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,37.0,14.0,3.0,78.38
32429,2020-07-16,"Đường Lưu Hữu Phước, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Nam Tu Liem,Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,7.0,5.0,90.0,18.0,7.0,261.11
32431,2020-07-16,"Thanh Liệt, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",Hà Nội,Thanh Tri,Xã Thanh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,9.8,4.2,66.25
32437,2020-07-16,"Đường Đông Tác, Phường Kim Liên, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,28.0,5.0,5.0,103.57
32438,2020-07-16,"Đường Hàng Cháo, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Hàng Bột,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,4.0,34.0,8.0,4.0,258.82
32454,2020-07-16,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,3.0,56.0,13.0,4.0,103.57
32458,2020-07-16,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Bac Tu Liem,Phú Diễn,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,8.0,4.0,68.57
32459,2020-07-16,"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,8.0,4.0,73.44
32461,2020-07-16,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,40.0,10.0,4.0,92.5
32462,2020-07-16,"Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Bạch Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,2.0,39.0,8.0,4.0,43.59
32465,2020-07-16,"Đường Đền Lừ 1, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,8.0,76.0,4.0,4.0,160.0
32490,2020-07-16,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,48.0,12.5,3.7,127.08
32500,2020-07-16,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Kiến Hưng,Nhà phố liền kề,Đã có sổ,4.0,4.0,55.0,11.0,4.0,68.73
32507,2020-07-16,"Đường Lê Hồng Phong, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,30.0,9.0,3.0,78.33
32518,2020-07-16,"Đường Đặng Thùy Trâm, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Dịch Vọng Hậu,Nhà biệt thự,Đã có sổ,5.0,4.0,53.0,11.0,5.0,164.15
32524,2020-07-16,"Đường Trần Quốc Hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,55.0,11.0,5.0,154.55
32528,2020-07-16,"Đường Kim Giang||661, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,40.0,11.0,3.0,68.75
32529,2020-07-16,"Đường Phùng Hưng, Phường Phú La, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Phú La,"Nhà ngõ, hẻm",Đã có sổ,6.0,5.0,40.0,10.0,4.0,96.25
32558,2020-07-16,"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,1.0,45.0,7.0,6.0,140.0
32560,2020-07-16,"125, Đường Nguyễn Chính, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,40.0,8.0,5.0,67.5
32570,2020-07-16,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,43.0,12.0,4.0,65.12
32574,2020-07-16,"Đường Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,68.0,10.0,6.0,176.47
32582,2020-07-16,"tô hiệu, Phường Quang Trung, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,7.0,7.0,60.0,10.0,6.0,150.0
32585,2020-07-16,"Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Thượng Thanh,"Nhà ngõ, hẻm",Đã có sổ,4.0,5.0,39.0,11.0,4.0,73.08
32588,2020-07-16,"Trịnh Đình Cửu, Phường Định Công, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,9.0,35.0,86.67
32590,2020-07-16,"Đường Gốc Đề, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,30.0,7.0,3.0,95.0
32593,2020-07-16,"Đường Hồng Hà, Phường Phúc Xá, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Phúc Xá,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,45.0,11.0,4.0,146.67
32598,2020-07-16,"Đường Võng Thị, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Hà Nội,Tay Ho,Thụy Khuê,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,71.0,14.0,4.0,78.87
32602,2020-07-16,"Đường Đại La, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,30.0,8.0,4.0,88.33
32606,2020-07-16,"Đường Long Biên, Phường Long Biên, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,4.0,6.0,40.0,9.0,4.0,100.0
32610,2020-07-16,"Đường Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,9.0,4.0,75.71
32616,2020-07-16,"Đường Bắc Cầu 3, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,1.0,1.0,31.0,9.0,3.0,40.32
32620,2020-07-16,"Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,4.0,5.0,46.0,13.0,3.0,85.87
32621,2020-07-16,"Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Ngọc Lâm,"Nhà mặt phố, mặt tiền",Đang chờ sổ,3.0,3.0,39.0,10.0,37.0,153.85
32623,2020-07-16,"Đường Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,100.0,20.0,5.0,83.0
32625,2020-07-16,"nguyễn đổng chi, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Nam Tu Liem,Cầu Diễn,"Nhà ngõ, hẻm",Đã có sổ,7.0,7.0,27.0,9.0,3.0,83.33
32629,2020-07-16,"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,52.0,10.0,5.0,88.46
32632,2020-07-16,"Đường Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Thượng Thanh,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,2.0,54.0,15.0,3.5,59.26
32639,2020-07-16,"210 nghi tam, Đường Nghi Tàm, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",Hà Nội,Tay Ho,Yên Phụ,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,28.0,7.0,4.0,3.75
32643,2020-07-16,"15 hẻm 127/15/1, Đường Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Liễu Giai,"Nhà ngõ, hẻm",Đang chờ sổ,4.0,2.0,9.0,2.0,4.0,133.33
32661,2020-07-15,"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,9.0,4.0,75.0
32663,2020-07-15,"555, Đường Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,43.0,7.0,6.0,129.2
32675,2020-07-15,"Đường Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,36.0,9.0,4.0,88.89
32676,2020-07-15,"Đường Bạch Mai, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,40.0,10.0,4.0,80.0
32682,2020-07-15,"Đường Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Việt Hưng,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,58.0,11.0,3.0,102.59
32684,2020-07-15,"Đường Kim Ngưu, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,3.0,4.0,40.0,10.0,4.0,80.0
32688,2020-07-15,"Đường Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,9.0,3.0,86.36
32698,2020-07-15,"Đường Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,9.0,4.0,75.71
32699,2020-07-15,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Bac Tu Liem,Phú Diễn,"Nhà ngõ, hẻm",Đang chờ sổ,5.0,3.0,45.0,9.0,5.0,95.56
32710,2020-07-15,"Đường Phan Đình Giót||1851, Phường La Khê, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,La Khê,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,9.0,35.0,80.0
32715,2020-07-15,"Đường 430, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Vạn Phúc,"Nhà ngõ, hẻm",Đang chờ sổ,5.0,3.0,32.0,10.0,35.0,70.31
32725,2020-07-15,"Đường Quốc lộ 21B, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,31.0,9.0,35.0,47.74
32738,2020-07-15,"Đường Đồng Me, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Nam Tu Liem,Mễ Trì,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,55.0,9.0,6.0,90.91
32742,2020-07-15,"Đường Nam Dư, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,22.0,7.0,3.0,52.27
32746,2020-07-15,"175/10, Đường Đình Thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Nam Tu Liem,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,3.0,4.0,48.0,14.0,3.0,102.08
32751,2020-07-15,"ngõ 987 ngô gia tự, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Thượng Thanh,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,32.0,10.0,3030.0,64.06
32757,2020-07-15,"phố thanh am, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Thượng Thanh,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,51.0,13.0,4.0,115.69
32771,2020-07-15,"Đường Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,33.0,8.0,4.0,68.18
32772,2020-07-15,"86, Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,40.0,8.0,5.0,71.5
32781,2020-07-15,"Đường Trần Hữu Dực, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Nam Tu Liem,Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,37.0,8.38,4.39,71.62
32794,2020-07-15,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Phúc Lợi,"Nhà ngõ, hẻm",Đã có sổ,1.0,2.0,35.0,10.0,3.5,42.86
32799,2020-07-15,"565, Đường Thạch Bàn, Phường Cự Khối, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Cự Khối,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,31.0,8.0,4.0,56.45
32801,2020-07-15,"81, Đường Phố Trạm, Phường Thạch Bàn, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Thạch Bàn,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,32.0,8.2,4.0,79.69
32809,2020-07-15,"Đường Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,31.0,8.0,4.0,85.48
